property_name,rent,rent_tax_classification,station_route,station_name,station_near,floor,size_in_tsubo,address,current_status,property_id,property_site,detail_link,detail_contact,image_src,first_published_date
赤坂駅 徒歩4分 エスプラナード赤坂通り沿い B1F鮨店居抜き物件 【軽飲食可】,"320,150",(税込),東京メトロ千代田線,赤坂,4,B1,12.1,東京都港区赤坂三丁目6-13,寿司・割烹,126432,テンポスマート,https://www.temposmart.jp/estates/126432,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=b14730ec-c689-48d2-a631-8632acf6f710,https://thumbnail.temposmart.jp/thumbnail/public/estates/126432/images/17201415723546tg8a0d9rSNxQduJfrVgPA8XaSb.png.webp,2024-07-05
≪駅近で開業もスムーズな中華居抜き物件≫,"495,000",(税込),JR常磐線(上野～取手),金町,4,1,19.84,東京都葛飾区東金町一丁目17-12,中華・エスニック,126430,テンポスマート,https://www.temposmart.jp/estates/126430,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=f73509dd-e852-4b45-bc7f-16c75e07737d,https://thumbnail.temposmart.jp/thumbnail/public/estates/126430/images/172014050430624RFDNJwV7A3LVFetXQTRnGtooW.png.webp,2024-07-05
六本木駅 徒歩1分 現況:飲食(その他) 飲食居抜き物件 【飲食可】,"2,420,000",(税込),都営大江戸線,六本木,1,5,47.99,東京都港区六本木五丁目,飲食(その他),126427,テンポスマート,https://www.temposmart.jp/estates/126427,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=54207418-fb00-458d-a45a-932ca0fb2fbb,https://thumbnail.temposmart.jp/thumbnail/public/estates/126427/images/17201395117044pmlWyH9teiiAgBK1II2wIs186O.jpeg.webp,2024-07-05
内装美麗☆同業態であれば即営業可能☆,0,,JR山手線,池袋,4,B2,16.98,東京都豊島区東池袋一丁目,居酒屋,126412,テンポスマート,https://www.temposmart.jp/estates/126412,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=0cb48e6b-0246-4e67-8680-2275423b4fb0,https://thumbnail.temposmart.jp/thumbnail/public/estates/126412/images/17201013742750rYCLgS6YsOaWinOBSg9XX2E3kW.jpg.webp,2024-07-05
◇浅草駅至近のスペインバル居抜き物件！内装美麗！◇,"660,000",(税込),都営浅草線,浅草橋,2,B1〜1,38.03,東京都台東区柳橋一丁目3-7,ダイニングバー,126401,テンポスマート,https://www.temposmart.jp/estates/126401,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=3bc76263-2050-4950-8074-0ad8107c25af,https://thumbnail.temposmart.jp/thumbnail/public/estates/126401/images/172009488435753hr2Ph4JnQ54tIZku9zZ3Nc4Ra.png.webp,2024-07-05
中野駅 徒歩6分 現況:焼肉 飲食居抜き物件 【業種相談】管理番号：501518,"495,000",(税込),JR中央線(快速),中野,6,1,14.15,東京都中野区中野五丁目49-6,焼肉,126400,テンポスマート,https://www.temposmart.jp/estates/126400,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=5e1aeae3-e0d8-42e5-b959-bca685a9fede,https://thumbnail.temposmart.jp/thumbnail/public/estates/126400/images/172009340474282sWEF040QZ8bNAPHKat35PpBFc.png.webp,2024-07-05
東新宿駅徒歩2分。明治通り沿いの地下1階店舗！,"297,000",(税込),東京メトロ副都心線,東新宿,3,B1,16.3,東京都新宿区大久保二丁目,ダイニングバー,126388,テンポスマート,https://www.temposmart.jp/estates/126388,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=b44eabfb-d87e-405a-a354-a1fe122ba180,https://thumbnail.temposmart.jp/thumbnail/public/estates/126388/images/17200856910996QGf5asSyLsHkk3plUfcC7eJRdF.jpg.webp,2024-07-05
青梅街道沿い路面居抜き店舗,"217,800",(税込),東京メトロ丸ノ内線,東高円寺,3,1,11.37,東京都杉並区高円寺南一丁目,居酒屋,126387,テンポスマート,https://www.temposmart.jp/estates/126387,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=aafb0a4c-907e-40b1-8418-0a3cc8111143,https://thumbnail.temposmart.jp/thumbnail/public/estates/126387/images/17200845915891lAa8Rhk1Nck38KP2nEJJqcLZJX.jpg.webp,2024-07-05
鶴見駅から直結（3階部分で）の商業施設内の居抜き物件。重飲食可能・グリスト埋設・ダクト屋上,"212,300",(税込),JR京浜東北線,鶴見,1,4,10.21,神奈川県横浜市鶴見区豊岡町2-2,鉄板焼き,126386,テンポスマート,https://www.temposmart.jp/estates/126386,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=5926c55f-29dc-4f66-a265-1a78bd33e739,https://thumbnail.temposmart.jp/thumbnail/public/estates/126386/images/17200840267344a2TPAEbH9wvWGrrowWESRq4Jju.jpg.webp,2024-07-05
蒲田駅 徒歩13分 居抜き物件 【飲食可(重飲食不可)】,"110,000",(税込),JR京浜東北線,蒲田,13,1,6.13,東京都大田区西蒲田四丁目2-9,居酒屋,126223,テンポスマート,https://www.temposmart.jp/estates/126223,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=dc7bc809-8018-4d17-a6af-30f87b38863e,https://thumbnail.temposmart.jp/thumbnail/public/estates/126223/images/17200838367838knOwn0H2TRvuYk7xa0qTOlCwGR.png.webp,2024-07-05
西千葉駅 徒歩1分 現況:中華・エスニック 飲食居抜き物件 【何業も可】,"620,000",(税込),JR中央・総武線,西千葉,1,1〜2,51.82,千葉県千葉市中央区春日二丁目,中華・エスニック,126378,テンポスマート,https://www.temposmart.jp/estates/126378,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=85924fc2-70ff-46ad-a534-354c72d7a367,https://www.temposmart.jp/assets/tenant/images/img_estate_item_noimage_medium.jpg,2024-07-05
北山田駅徒歩3分。1階路面店が出ました。,"220,000",(税込),グリーンライン,北山田,3,1,19.6,神奈川県横浜市都筑区北山田一丁目,居酒屋,126359,テンポスマート,https://www.temposmart.jp/estates/126359,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=15f9c553-67e1-4ab0-9f45-6850ec406301,https://thumbnail.temposmart.jp/thumbnail/public/estates/126359/images/17200685440279PnQxDNGANozV3jQtGGF9PJgA4D.jpg.webp,2024-07-05
西大島駅徒歩16分。砂町銀座通り商店街の１階！,"140,000",(税込),都営新宿線,西大島,16,1,6.1,東京都江東区北砂四丁目7-19,飲食(その他),126352,テンポスマート,https://www.temposmart.jp/estates/126352,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=1db4216a-6246-48ed-84c5-6d3ed091deec,https://thumbnail.temposmart.jp/thumbnail/public/estates/126352/images/17200645479406aksa6zXeiM4MUCranzGSuZs2lK.jpg.webp,2024-07-05
西大島駅徒歩16分。砂町銀座通り商店街の１階店舗！,"180,000",(税込),都営新宿線,西大島,16,1,9.8,東京都江東区北砂四丁目7-19,バー,126349,テンポスマート,https://www.temposmart.jp/estates/126349,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=75264acd-c3ad-4edc-bfe6-45cfb0a0672b,https://thumbnail.temposmart.jp/thumbnail/public/estates/126349/images/17200634951202z1brL6RljrqOarh5rFHSdYIFpf.jpg.webp,2024-07-05
東越谷3丁目交差点にある店舗◆産業通り沿い◇市役所前中央通り沿いで駅から真っすぐ◆焼肉店居抜き◇,"880,000",(税込),東武伊勢崎線,越谷,17,1〜2,71.87,埼玉県越谷市東越谷三丁目3-1,焼肉,126342,テンポスマート,https://www.temposmart.jp/estates/126342,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=29e7aa8e-3fdf-4d4f-844a-870387566a2d,https://thumbnail.temposmart.jp/thumbnail/public/estates/126342/images/17200625380229LlOj2xhmG3qy27zKj90siTjuqf.png.webp,2024-07-05
北赤羽駅 徒歩9分 現況:寿司・割烹 飲食居抜き物件 【飲食可】,"330,000",(税込),JR埼京線,北赤羽,9,1,32.94,東京都北区浮間四丁目3-13,寿司・割烹,126337,テンポスマート,https://www.temposmart.jp/estates/126337,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=d9b48e16-85a0-4385-8e86-8a96bb29ec06,https://thumbnail.temposmart.jp/thumbnail/public/estates/126337/images/17200611281408DyHUqGf5T1KRYBTCtrVGQS29lT.JPG.webp,2024-07-05
赤坂駅 徒歩2分 現況:寿司・割烹 飲食居抜き物件 【飲食可】,"320,150",(税込),東京メトロ千代田線,赤坂,2,B1,12.1,東京都港区赤坂三丁目6-13,寿司・割烹,126327,テンポスマート,https://www.temposmart.jp/estates/126327,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=fff0470a-3620-4247-bed2-f6c4022647f4,https://thumbnail.temposmart.jp/thumbnail/public/estates/126327/images/172005813282695cTBFgAnOiOVSOIVPr9Vc4l5g8.jpg.webp,2024-07-05
月島駅 徒歩7分 現況:居酒屋 飲食居抜き物件 【何業も可】,"385,000",(税込),都営大江戸線,月島,7,1〜2,11.99,東京都中央区月島三丁目15-11,居酒屋,126326,テンポスマート,https://www.temposmart.jp/estates/126326,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=bf54c144-6aef-4884-8dd7-97c7043ab4d5,https://thumbnail.temposmart.jp/thumbnail/public/estates/126326/images/17200576423161IAfoRI6GrkfFrW4zrM6ZmzHi6Z.jpg.webp,2024-07-05
蒲田駅 徒歩3分駅近 1F焼肉店居抜き物件 【飲食可】,"484,000",(税込),JR京浜東北線,蒲田,3,1,13.06,東京都大田区西蒲田七丁目27-1,焼肉,126319,テンポスマート,https://www.temposmart.jp/estates/126319,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=632bc36d-0513-48bd-9815-bda2d0537b23,https://thumbnail.temposmart.jp/thumbnail/public/estates/126319/images/17200563174929qP3pdkdGaAmzQ4evVq7SQLGnMV.png.webp,2024-07-05
【FH0704】渋谷　松濤エリア　コンカフェ居抜き　即営業可,"629,440",(税込),JR山手線,渋谷,9,2,17.94,東京都渋谷区神山町16-4,カフェ,126307,テンポスマート,https://www.temposmart.jp/estates/126307,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=016b8229-5c30-41f1-b447-d719fe5720dc,https://thumbnail.temposmart.jp/thumbnail/public/estates/126307/images/17200511935735zzDLbFzkcNW46YK0teWccWUwmw.png.webp,2024-07-05
武蔵小金井駅 徒歩3分 現況:飲食(その他) 飲食居抜き物件 【重飲食可】,"770,000",(税込),JR中央線(快速),武蔵小金井,3,1,35,東京都小金井市本町五丁目18-5,飲食(その他),126306,テンポスマート,https://www.temposmart.jp/estates/126306,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=d0c39e68-db52-4cef-9c3f-189e6e190c64,https://thumbnail.temposmart.jp/thumbnail/public/estates/126306/images/172005085231772FIzf3OuI5Pg327nMe0RchXkaE.png.webp,2024-07-05
新宿御苑駅１分のB1~１階の居酒屋居抜きテナント！飲食、サービス、物販に最適！【重飲食可能、ラーメン、焼肉不可】,"770,000",(税込),東京メトロ丸ノ内線,新宿御苑前,1,B1〜1,50,東京都新宿区新宿一丁目12-10,居酒屋,126292,テンポスマート,https://www.temposmart.jp/estates/126292,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=e8b8f411-d706-4cb0-b2d2-c6f06e916ae5,https://thumbnail.temposmart.jp/thumbnail/public/estates/126292/images/172004695022622MPvzXen4PIJUnnvuIHgPmcfuU.png.webp,2024-07-05
蒲田駅 徒歩2分,"264,000",(税込),JR京浜東北線,蒲田,2,6,19.56,東京都大田区西蒲田七丁目27-7,居酒屋,126291,テンポスマート,https://www.temposmart.jp/estates/126291,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=9698b9dd-882d-4d60-9872-6b5304752531,https://www.temposmart.jp/assets/tenant/images/img_estate_item_noimage_medium.jpg,2024-07-05
椎名町駅 徒歩3分 現況:中華・エスニック 飲食居抜き物件 【重飲食可】,"270,000",(税込),西武池袋線,椎名町,3,1,22.68,東京都豊島区長崎一丁目,中華・エスニック,126147,テンポスマート,https://www.temposmart.jp/estates/126147,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=4c6f44c2-bf04-4c40-b397-cda8097954e4,https://www.temposmart.jp/assets/tenant/images/img_estate_item_noimage_medium.jpg,2024-07-05
赤坂駅 徒歩3分 バー居抜き【飲食可（焼き鳥・うどん不可）】,"275,000",(税込),東京メトロ千代田線,赤坂,3,2,9.33,東京都港区赤坂六丁目,バー,126284,テンポスマート,https://www.temposmart.jp/estates/126284,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=0dfa28ec-c77c-43a4-aafb-2a3db87ef37c,https://thumbnail.temposmart.jp/thumbnail/public/estates/126284/images/17200012933369Mk7VO8PVkya0EizzudQgSoOi1c.jpg.webp,2024-07-05
石川台駅 徒歩2分 現況:イタリアンレストラン 飲食居抜【飲食可】駅前立地/ 商店街/ 路面店/ 角地,"137,500",(税込),東急池上線,石川台,2,1,5.5,東京都大田区東雪谷二丁目21-1,レストラン,126279,テンポスマート,https://www.temposmart.jp/estates/126279,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=441d7be5-182e-4da5-a96a-4803ba078775,https://thumbnail.temposmart.jp/thumbnail/public/estates/126279/images/17200002342098c2driPlt9X5AOLKCVEt0vXxx3d.JPG.webp,2024-07-05
茅場町駅 徒歩8分 居酒屋居抜き 【飲食可　焼肉・焼鳥・インドネパール店不可】,"495,000",(税込),東京メトロ日比谷線,茅場町,8,1〜2,25.24,東京都中央区新川一丁目,居酒屋,126278,テンポスマート,https://www.temposmart.jp/estates/126278,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=09b83a5b-0b94-4f63-90af-889bb3abeef3,https://thumbnail.temposmart.jp/thumbnail/public/estates/126278/images/17199999157464RGgu2c3FWCySjqlSeYnJG6WvWR.jpg.webp,2024-07-05
蒲田駅 徒歩3分 【飲食可】前テナント：焼肉・韓国料理 ・深夜営業可能 ・看板取付スペースあり ・造作譲渡費用は相談,"440,000",(税込),JR京浜東北線,蒲田,3,1,13.06,東京都大田区西蒲田七丁目27-1,焼肉,126276,テンポスマート,https://www.temposmart.jp/estates/126276,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=fa095e70-7ec8-444f-b465-2c380e0939e1,https://thumbnail.temposmart.jp/thumbnail/public/estates/126276/images/17199984816222VP40M1pPvyjmhJ7qlwbSK4G3yh.JPG.webp,2024-07-05
海浜幕張駅 徒歩2分 レストラン街店舗 3Fイタリアン居抜き区画【飲食業のみ募集】,0,,JR京葉線,海浜幕張,2,3,44.15,千葉県千葉市美浜区中瀬二丁目6-1,レストラン,126275,テンポスマート,https://www.temposmart.jp/estates/126275,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=b51bbedc-1e3b-47f7-ac4c-c4e05a523129,https://thumbnail.temposmart.jp/thumbnail/public/estates/126275/images/17199982798333E1wgsFZXB9BLafvlrxthxbfBzn.png.webp,2024-07-05
月島駅 徒歩3分 カフェ居抜き物件 【飲食可】,"495,000",(税込),東京メトロ有楽町線,月島,3,1,14.01,東京都中央区月島一丁目6-12,カフェ,126267,テンポスマート,https://www.temposmart.jp/estates/126267,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=c387fdfa-b70d-4d74-9839-4c3c6f190a7c,https://thumbnail.temposmart.jp/thumbnail/public/estates/126267/images/171999531750109TwkzIq8x3VZzJ7VAn8qk7EKN4.png.webp,2024-07-05
大泉学園駅 徒歩2分 居酒屋居抜き物件,"658,504",(税込),西武池袋線,大泉学園,2,1〜2,30.14,東京都練馬区東大泉一丁目31-11,居酒屋,126260,テンポスマート,https://www.temposmart.jp/estates/126260,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=07154489-25dc-4797-bddb-0fcc588d9c40,https://thumbnail.temposmart.jp/thumbnail/public/estates/126260/images/171999536382593ddzgSnoNxo5i6ncBTROehqt17.png.webp,2024-07-05
鐘ヶ淵駅から徒歩5分！中華料理店の居抜き物件！！,"176,000",(税込),東武伊勢崎線,鐘ヶ淵,5,1,21.5,東京都墨田区墨田二丁目,中華・エスニック,126257,テンポスマート,https://www.temposmart.jp/estates/126257,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=300fa477-07bc-45c8-893c-dce3220974e8,https://thumbnail.temposmart.jp/thumbnail/public/estates/126257/images/1719991535454698y4PWlT5foeKCs22t6WZd8zBR.jpg.webp,2024-07-05
渋谷駅 徒歩3分 カフェ 居抜き物件！！,0,,JR山手線,渋谷,3,1,51.62,東京都渋谷区渋谷三丁目6-7,カフェ,126256,テンポスマート,https://www.temposmart.jp/estates/126256,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=e5fba675-f324-47fe-a509-537185ca274b,https://thumbnail.temposmart.jp/thumbnail/public/estates/126256/images/17199906468260n98dMr5zczoa5uIiAt1JJ4AETt.jpg.webp,2024-07-05
初台駅1分！カフェ居抜き！,"840,000",(税込),京王新線,初台,1,1,19.66,東京都渋谷区本町一丁目2-1,カフェ,126255,テンポスマート,https://www.temposmart.jp/estates/126255,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=4b501be3-cc95-481e-89db-191dd0882d69,https://thumbnail.temposmart.jp/thumbnail/public/estates/126255/images/17199911679587ECAROGxBrRN2syK6P6TXKnqH3Y.jpeg.webp,2024-07-05
■堀切菖蒲園駅【飲食可】※メール問い合わせのみ対応可※,"192,500",(税込),京成本線,堀切菖蒲園,2,1〜2,11.34,東京都葛飾区堀切五丁目5,飲食(その他),126240,テンポスマート,https://www.temposmart.jp/estates/126240,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=b013e5e4-4e3f-4e86-9201-e00fc048534b,https://thumbnail.temposmart.jp/thumbnail/public/estates/126240/images/17199822830488tL1omB5VFrY2V6pQ57FVvWOBPY.png.webp,2024-07-05
≪港区芝浦エリアの即営業可能な居抜き物件【288.26㎡】≫,"1,822,271",(税込),JR山手線,田町,5,B1,87.19,東京都港区芝浦三丁目4-1,居酒屋,126241,テンポスマート,https://www.temposmart.jp/estates/126241,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=d50a2f12-8e45-4055-b407-74ccdc40c513,https://thumbnail.temposmart.jp/thumbnail/public/estates/126241/images/17199831263146tveJgKOE1q2pLzcwjTq2ID9MN3.png.webp,2024-07-05
ついに登場！ 吉祥寺駅 徒歩4分 バー 居抜き　ダクト屋上 【重飲食可】※メール問合せのみ対応可,"484,000",(税込),JR中央線(快速),吉祥寺,4,B1,23.53,東京都武蔵野市吉祥寺本町一丁目11-23,バー,126225,テンポスマート,https://www.temposmart.jp/estates/126225,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=7812bc19-2f65-4f92-bb0b-917584362a53,https://thumbnail.temposmart.jp/thumbnail/public/estates/126225/images/17199787993503KG14jyp6j0InQLPcuyt0d9NHnp.jpeg.webp,2024-07-05
亀戸駅から徒歩2分！パブの居抜き物件！！,"140,000",(税込),JR中央・総武線,亀戸,2,2,8.85,東京都江東区亀戸五丁目,バー,126213,テンポスマート,https://www.temposmart.jp/estates/126213,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=63ceafd5-80f7-47eb-9afe-f00916dd6e86,https://thumbnail.temposmart.jp/thumbnail/public/estates/126213/images/17199759401191q1211Q6YMvgpk3ESyQ57i9lPQ3.jpg.webp,2024-07-05
湯島駅徒歩3分、ガールズバー居ぬき物件！,0,,東京メトロ千代田線,湯島,3,3,9.68,東京都文京区湯島三丁目35,バー,126209,テンポスマート,https://www.temposmart.jp/estates/126209,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=c8c53498-c88f-4b1c-bd33-4d2cfc494962,https://www.temposmart.jp/assets/tenant/images/img_estate_item_noimage_medium.jpg,2024-07-05
大宮中央通り沿いにて1階路面店が出ました。,"275,000",(税込),JR京浜東北線,大宮,7,1,4.58,埼玉県さいたま市大宮区大門町三丁目,ファストフード,126208,テンポスマート,https://www.temposmart.jp/estates/126208,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=5c8e1273-f7ac-4552-af33-59424e8387df,https://thumbnail.temposmart.jp/thumbnail/public/estates/126208/images/17199747868656Zq5Ip1S1RyH9oazNummkK1lOx7.jpg.webp,2024-07-05
